🏆欧洲杯赛事🏆,#genre#
龙华电影,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=litv-longturn03
采昌影剧,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv049
民视影剧,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=litv-ftv09
龙华经典,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=litv-longturn21
中视经典,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv080
台湾戏剧台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=litv-longturn22
靖洋戏剧台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv045
靖天戏剧台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv058
公视戏剧,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv042
龙华戏剧,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=litv-longturn18
智林体育台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv101
时尚运动X,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv014
靖天育乐台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv062
博斯魅力,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=litv-longturn04
博斯高球1,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=litv-longturn05
博斯高球2,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=litv-longturn06
博斯运动1,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=litv-longturn07
博斯运动2,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=litv-longturn08
博斯网球,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=litv-longturn09
博斯无限,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=litv-longturn10
博斯无限2,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=litv-longturn13
TRACE SPORTS STARS,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv077
视納華仁紀實频道,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv013
中视菁采,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv064
八大精彩台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv034
八大综艺台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv039
TVBS精采台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv067
TVBS欢乐台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv068
靖天欢乐台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv054
靖天综合台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv046
靖天资讯台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv065
靖天卡通台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv044
靖天日本台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv047
靖洋卡通台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv057
靖天国际台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv063
靖天映画,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv055
爱尔达娱乐,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv070
龙华卡通,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=litv-longturn01
龙华日韩,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=litv-longturn11
龙华偶像,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=litv-longturn12
民视综艺,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv004
民视第一台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv003
民视旅游,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=litv-ftv07
亚洲旅游台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=litv-longturn17
客家电视台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv043
爱放动漫,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=litv-ftv15
古典音乐台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv059
猪哥亮歌厅秀,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv006
Smart知识台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=litv-longturn19
达文西频道,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv018
阿里郎,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv079
生活英语台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=litv-longturn20
国际财经,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv104
美国之音,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=litv-ftv03
好消息,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=litv-ftv16
好消息2台,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=litv-ftv17
非凡商业,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv048
国会频道1,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv084
国会频道2,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv085
TRACE URBAN,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv082
MEZZO LIVE,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv083
GLOBETROTTER,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv016
GinxTV,http://www.sv6-douyin-cloudfare.cloudns.ch/4gtv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=4gtv-4gtv053
🦄电信专线「多线路」,#genre#
CCTV1,http://mail.petzhu.top:7000/rtp/239.254.200.45:8008
CCTV2,http://mail.petzhu.top:7000/rtp/239.254.200.158:6000
CCTV3,http://mail.petzhu.top:7000/rtp/239.254.200.159:6000
CCTV4,http://mail.petzhu.top:7000/rtp/239.254.200.190:6307
CCTV5,http://mail.petzhu.top:7000/rtp/239.254.201.153:7206
CCTV5+,http://mail.petzhu.top:7000/rtp/239.254.200.46:8004
CCTV6,http://mail.petzhu.top:7000/rtp/239.254.201.154:7207
CCTV7,http://mail.petzhu.top:7000/rtp/239.254.200.159:6000
CCTV8,http://mail.petzhu.top:7000/rtp/239.254.201.155:7208
CCTV9,http://mail.petzhu.top:7000/rtp/239.254.200.59:8112
CCTV10,http://mail.petzhu.top:7000/rtp/239.254.200.160:6000
CCTV11,http://mail.petzhu.top:7000/rtp/239.254.201.123:8120
CCTV12,http://mail.petzhu.top:7000/rtp/239.254.200.161:6000
CCTV13,http://mail.petzhu.top:7000/rtp/239.254.200.9:8264
CCTV14,http://mail.petzhu.top:7000/rtp/239.254.200.162:6000
CCTV15,http://mail.petzhu.top:7000/rtp/239.254.201.124:8136
CCTV16,http://mail.petzhu.top:7000/rtp/239.254.201.150:6345
CCTV17,http://mail.petzhu.top:7000/rtp/239.254.201.120:8144
CCTV16 4K,http://mail.petzhu.top:7000/rtp/239.254.201.150:6345
CCTV1,http://alvin.ergotron.net:8000/udp/239.77.1.17:5146
CCTV2,http://alvin.ergotron.net:8000/udp/239.77.1.158:5146
CCTV3,http://alvin.ergotron.net:8000/udp/239.77.0.169:5146
CCTV4,http://alvin.ergotron.net:8000/udp/239.77.1.163:5146
CCTV5,http://alvin.ergotron.net:8000/udp/239.77.0.170:5146
CCTV6,http://alvin.ergotron.net:8000/udp/239.77.0.171:5146
CCTV7,http://alvin.ergotron.net:8000/udp/239.77.1.159:5146
CCTV8,http://alvin.ergotron.net:8000/udp/239.77.0.172:5146
CCTV9,http://alvin.ergotron.net:8000/udp/239.77.1.168:5146
CCTV10,http://alvin.ergotron.net:8000/udp/239.77.1.113:5146
CCTV11,http://alvin.ergotron.net:8000/udp/239.77.1.238:5146
CCTV12,http://alvin.ergotron.net:8000/udp/239.77.1.109:5146
CCTV13,http://alvin.ergotron.net:8000/udp/239.77.0.188:5146
CCTV14,http://alvin.ergotron.net:8000/udp/239.77.1.161:5146
CCTV15,http://alvin.ergotron.net:8000/udp/239.77.1.239:5146
CCTV16,http://alvin.ergotron.net:8000/udp/239.77.1.76:5146
CCTV17,http://alvin.ergotron.net:8000/udp/239.77.1.121:5146
CCTV-4K,http://alvin.ergotron.net:8000/udp/239.77.0.194:5146
CCTV-8K,http://alvin.ergotron.net:8000/udp/239.253.43.106:5146
CCTV1,http://home.huaz.site:4000/udp/239.21.1.120:5002
CCTV2,http://home.huaz.site:4000/udp/239.21.1.151:5002
CCTV3,http://home.huaz.site:4000/udp/239.21.2.45:5002
CCTV4,http://home.huaz.site:4000/udp/239.21.1.154:5002
CCTV5,http://home.huaz.site:4000/udp/239.21.2.46:5002
CCTV5+,http://home.huaz.site:4000/udp/239.21.1.142:5002
CCTV6,http://home.huaz.site:4000/udp/239.21.2.47:5002
CCTV7,http://home.huaz.site:4000/udp/239.21.1.152:5002
CCTV8,http://home.huaz.site:4000/udp/239.21.2.48:5002
CCTV9,http://home.huaz.site:4000/udp/239.21.1.153:5002
CCTV10,http://home.huaz.site:4000/udp/239.21.1.155:5002
CCTV11,http://home.huaz.site:4000/udp/239.21.2.2:5002
CCTV12,http://home.huaz.site:4000/udp/239.21.1.156:5002
CCTV13,http://home.huaz.site:4000/udp/239.21.2.3:5002
CCTV14,http://home.huaz.site:4000/udp/239.21.1.157:5002
CCTV15,http://home.huaz.site:4000/udp/239.21.2.4:5002
CCTV16,http://home.huaz.site:4000/udp/239.21.2.51:5002
CCTV17,http://home.huaz.site:4000/udp/239.21.1.186:5002
CCTV1,http://183.92.4.163:4000/udp/228.0.0.1:6108
CCTV2,http://183.92.4.163:4000/udp/228.0.0.2:6108
CCTV3,http://183.92.4.163:4000/udp/228.0.0.156:7156
CCTV4,http://183.92.4.163:4000/udp/228.0.0.143:7143
CCTV5,http://183.92.4.163:4000/udp/228.0.0.112:6108
CCTV5＋,http://183.92.4.163:4000/udp/228.0.0.17:6108
CCTV6,http://183.92.4.163:4000/udp/228.0.0.157:7157
CCTV7,http://183.92.4.163:4000/udp/228.0.0.7:6108
CCTV8,http://183.92.4.163:4000/udp/228.0.0.158:7158
CCTV9,http://183.92.4.163:4000/udp/228.0.0.9:6108
CCTV10,http://183.92.4.163:4000/udp/228.0.0.10:6108
CCTV11,http://183.92.4.163:4000/udp/228.0.0.242:6108
CCTV12,http://183.92.4.163:4000/udp/228.0.0.12:6108
CCTV13,http://183.92.4.163:4000/udp/228.0.0.202:6108
CCTV14,http://183.92.4.163:4000/udp/228.0.0.14:6108
CCTV16,http://183.92.4.163:4000/udp/228.0.0.249:6108
CCTV17,http://183.92.4.163:4000/udp/228.0.0.161:7161
CCTV1,http://dms.yryyj.site:8188/udp/239.76.245.51:1234
CCTV1,http://dms.yryyj.site:8188/udp/239.76.246.151:1234
CCTV2,http://dms.yryyj.site:8188/udp/239.76.246.152:1234
CCTV3,http://dms.yryyj.site:8188/udp/239.76.246.153:1234
CCTV4,http://dms.yryyj.site:8188/udp/239.76.245.195:1234
CCTV4,http://dms.yryyj.site:8188/udp/239.76.246.154:1234
CCTV5,http://dms.yryyj.site:8188/udp/239.76.246.155:1234
CCTV5+,http://dms.yryyj.site:8188/udp/239.76.246.168:1234
CCTV6,http://dms.yryyj.site:8188/udp/239.76.246.156:1234
CCTV7,http://dms.yryyj.site:8188/udp/239.76.246.157:1234
CCTV8,http://dms.yryyj.site:8188/udp/239.76.246.158:1234
CCTV9,http://dms.yryyj.site:8188/udp/239.76.246.159:1234
CCTV10,http://dms.yryyj.site:8188/udp/239.76.246.160:1234
CCTV11,http://dms.yryyj.site:8188/udp/239.76.245.251:1234
CCTV12,http://dms.yryyj.site:8188/udp/239.76.246.162:1234
CCTV13,http://dms.yryyj.site:8188/udp/239.76.246.93:1234
CCTV14,http://dms.yryyj.site:8188/udp/239.76.246.164:1234
CCTV15,http://dms.yryyj.site:8188/udp/239.76.245.252:1234
CCTV16,http://dms.yryyj.site:8188/udp/239.76.246.98:1234
CCTV17,http://dms.yryyj.site:8188/udp/239.76.245.238:1234
CCTV16 4K,http://dms.yryyj.site:8188/udp/239.76.254.200:9000
CCTV16 4K,http://dms.yryyj.site:8188/udp/239.76.246.230:1234
湖南卫视,http://mail.petzhu.top:7000/rtp/239.254.200.48:8012
浙江卫视,http://mail.petzhu.top:7000/rtp/239.254.200.53:8036
江苏卫视,http://mail.petzhu.top:7000/rtp/239.254.200.51:8028
东方卫视,http://mail.petzhu.top:7000/rtp/239.254.200.52:8032
北京卫视,http://mail.petzhu.top:7000/rtp/239.254.200.47:8024
天津卫视,http://mail.petzhu.top:7000/rtp/239.254.200.54:1234
安徽卫视,http://mail.petzhu.top:7000/rtp/239.254.200.163:6000
东南卫视,http://mail.petzhu.top:7000/rtp/239.254.201.13:6291
辽宁卫视,http://mail.petzhu.top:7000/rtp/239.254.200.57:8056
山东卫视,http://mail.petzhu.top:7000/rtp/239.254.200.55:8052
云南卫视,http://mail.petzhu.top:7000/rtp/239.254.200.68:8108
河南卫视,http://mail.petzhu.top:7000/rtp/239.254.201.16:7174
黑龙江卫视,http://mail.petzhu.top:7000/rtp/239.254.200.49:8016
四川卫视,http://mail.petzhu.top:7000/rtp/239.254.200.202:6325
江西卫视,http://mail.petzhu.top:7000/rtp/239.254.201.12:6290
贵州卫视,http://mail.petzhu.top:7000/rtp/239.254.201.20:6315
深圳卫视,http://mail.petzhu.top:7000/rtp/239.254.200.50:8020
湖北卫视,http://mail.petzhu.top:7000/rtp/239.254.200.164:6000
重庆卫视,http://mail.petzhu.top:7000/rtp/239.254.200.203:6323
山西卫视,http://mail.petzhu.top:7000/rtp/239.254.200.83:8172
广东卫视,http://mail.petzhu.top:7000/rtp/239.254.200.56:8048
广西卫视,http://mail.petzhu.top:7000/rtp/239.254.200.80:8300
吉林卫视,http://mail.petzhu.top:7000/rtp/239.254.201.15:6339
陕西卫视,http://mail.petzhu.top:7000/rtp/239.254.200.82:8140
内蒙古卫视,http://mail.petzhu.top:7000/rtp/239.254.200.84:8176
青海卫视,http://mail.petzhu.top:7000/rtp/239.254.200.85:8184
海南卫视,http://mail.petzhu.top:7000/rtp/239.254.201.125:6288
宁夏卫视,http://mail.petzhu.top:7000/rtp/239.254.200.87:8124
西藏卫视,http://mail.petzhu.top:7000/rtp/239.254.200.88:8164
新疆卫视,http://mail.petzhu.top:7000/rtp/239.254.200.89:8160
湖南卫视,http://alvin.ergotron.net:8000/udp/239.77.1.5:5146
浙江卫视,http://alvin.ergotron.net:8000/udp/239.77.1.33:5146
江苏卫视,http://alvin.ergotron.net:8000/udp/239.77.1.18:5146
东方卫视,http://alvin.ergotron.net:8000/udp/239.77.1.218:5146
安徽卫视,http://alvin.ergotron.net:8000/udp/239.77.1.92:5146
北京卫视,http://alvin.ergotron.net:8000/udp/239.77.1.4:5146
天津卫视,http://alvin.ergotron.net:8000/udp/239.77.1.141:5146
天津卫视,http://alvin.ergotron.net:8000/udp/239.77.0.131:5146
山东卫视,http://alvin.ergotron.net:8000/udp/239.77.1.142:5146
江西卫视,http://alvin.ergotron.net:8000/udp/239.77.1.219:5146
湖北卫视,http://alvin.ergotron.net:8000/udp/239.77.1.93:5146
辽宁卫视,http://alvin.ergotron.net:8000/udp/239.77.1.103:5146
黑龙江卫视,http://alvin.ergotron.net:8000/udp/239.77.1.6:5146
贵州卫视,http://alvin.ergotron.net:8000/udp/239.77.1.221:5146
四川卫视,http://alvin.ergotron.net:8000/udp/239.77.1.215:5146
河南卫视,http://alvin.ergotron.net:8000/udp/239.77.1.229:5146
云南卫视,http://alvin.ergotron.net:8000/udp/239.77.43.37:5146
重庆卫视,http://alvin.ergotron.net:8000/udp/239.77.1.162:5146
河北卫视,http://alvin.ergotron.net:8000/udp/239.77.1.214:5146
东南卫视,http://alvin.ergotron.net:8000/udp/239.77.1.104:5146
广东卫视,http://alvin.ergotron.net:8000/udp/239.77.1.19:5146
深圳卫视,http://alvin.ergotron.net:8000/udp/239.77.1.3:5146
大湾区卫视,http://alvin.ergotron.net:8000/udp/239.77.0.215:5146
广西卫视,http://alvin.ergotron.net:8000/udp/239.77.43.36:5146
吉林卫视,http://alvin.ergotron.net:8000/udp/239.77.1.111:5146
海南卫视,http://alvin.ergotron.net:8000/udp/239.77.43.35:5146
甘肃卫视,http://alvin.ergotron.net:8000/udp/239.77.0.189:5146
吉林卫视,http://alvin.ergotron.net:8000/udp/239.77.1.111:5146
内蒙古卫视,http://alvin.ergotron.net:8000/udp/239.77.1.55:5146
陕西卫视,http://alvin.ergotron.net:8000/udp/239.77.1.54:5146
河北卫视,http://alvin.ergotron.net:8000/udp/239.77.1.214:5146
宁夏卫视,http://alvin.ergotron.net:8000/udp/239.77.1.47:5146
北京卫视,http://home.huaz.site:4000/udp/239.21.1.88:5002
江苏卫视,http://home.huaz.site:4000/udp/239.21.1.89:5002
浙江卫视,http://home.huaz.site:4000/udp/239.21.1.90:5002
湖南卫视,http://home.huaz.site:4000/udp/239.21.1.158:5002
广东卫视,http://home.huaz.site:4000/udp/239.21.1.92:5002
广西卫视,http://home.huaz.site:4000/udp/239.21.1.39:5002
贵州卫视,http://home.huaz.site:4000/udp/239.21.1.166:5002
海南卫视,http://home.huaz.site:4000/udp/239.21.2.14:5002
河北卫视,http://home.huaz.site:4000/udp/239.21.1.168:5002
河南卫视,http://home.huaz.site:4000/udp/239.21.2.37:5002
黑龙江卫视,http://home.huaz.site:4000/udp/239.21.1.91:5002
湖北卫视,http://home.huaz.site:4000/udp/239.21.1.163:5002
安徽卫视,http://home.huaz.site:4000/udp/239.21.1.159:5002
吉林卫视,http://home.huaz.site:4000/udp/239.21.2.49:5002
江西卫视,http://home.huaz.site:4000/udp/239.21.1.167:5002
辽宁卫视,http://home.huaz.site:4000/udp/239.21.1.164:5002
山西卫视,http://home.huaz.site:4000/udp/239.21.1.33:5002
陕西卫视,http://home.huaz.site:4000/udp/239.21.1.30:5002
深圳卫视,http://home.huaz.site:4000/udp/239.21.1.93:5002
四川卫视,http://home.huaz.site:4000/udp/239.21.2.15:5002
天津卫视,http://home.huaz.site:4000/udp/239.21.1.165:5002
云南卫视,http://home.huaz.site:4000/udp/239.21.1.40:5002
重庆卫视,http://home.huaz.site:4000/udp/239.21.1.233:5002
三沙卫视,http://home.huaz.site:4000/udp/239.21.2.9:5002
厦门卫视,http://home.huaz.site:4000/udp/239.21.2.6:5002
北京卫视,http://183.92.4.163:4000/udp/228.0.0.63:6108
湖南卫视,http://183.92.4.163:4000/udp/228.0.0.61:6108
浙江卫视,http://183.92.4.163:4000/udp/228.0.0.65:6108
江苏卫视,http://183.92.4.163:4000/udp/228.0.0.64:6108
东方卫视,http://183.92.4.163:4000/udp/228.0.0.62:6108
广东卫视,http://183.92.4.163:4000/udp/228.0.0.66:6108
深圳卫视,http://183.92.4.163:4000/udp/228.0.0.67:6108
黑龙江卫视,http://183.92.4.163:4000/udp/228.0.0.68:6108
天津卫视,http://183.92.4.163:4000/udp/228.0.0.120:6108
山东卫视,http://183.92.4.163:4000/udp/228.0.0.121:6108
安徽卫视,http://183.92.4.163:4000/udp/228.0.0.122:6108
辽宁卫视,http://183.92.4.163:4000/udp/228.0.0.123:6108
东南卫视,http://183.92.4.163:4000/udp/228.0.0.144:7144
江西卫视,http://183.92.4.163:4000/udp/228.0.0.147:7147
重庆卫视,http://183.92.4.163:4000/udp/228.0.0.159:7159
贵州卫视,http://183.92.4.163:4000/udp/228.0.0.160:7160
海南卫视,http://183.92.4.163:4000/udp/228.0.0.165:7165
河南卫视,http://183.92.4.163:4000/udp/228.0.0.230:6108
四川卫视,http://183.92.4.163:4000/udp/228.0.0.231:6108
河北卫视,http://183.92.4.163:4000/udp/228.0.0.168:7168
广东卫视,http://dms.yryyj.site:8188/udp/239.76.245.189:1234
东南卫视,http://dms.yryyj.site:8188/udp/239.76.245.190:1234
安徽卫视,http://dms.yryyj.site:8188/udp/239.76.245.196:1234
辽宁卫视,http://dms.yryyj.site:8188/udp/239.76.245.197:1234
江西卫视,http://dms.yryyj.site:8188/udp/239.76.245.225:1234
河北卫视,http://dms.yryyj.site:8188/udp/239.76.245.199:1234
贵州卫视,http://dms.yryyj.site:8188/udp/239.76.245.198:1234
江苏卫视,http://dms.yryyj.site:8188/udp/239.76.246.181:1234
东方卫视,http://dms.yryyj.site:8188/udp/239.76.246.186:1234
浙江卫视,http://dms.yryyj.site:8188/udp/239.76.246.182:1234
北京卫视,http://dms.yryyj.site:8188/udp/239.76.246.184:1234
天津卫视,http://dms.yryyj.site:8188/udp/239.76.246.185:1234
深圳卫视,http://dms.yryyj.site:8188/udp/239.76.246.188:1234
湖北卫视,http://dms.yryyj.site:8188/udp/239.76.246.193:1234
山东卫视,http://dms.yryyj.site:8188/udp/239.76.246.195:1234
黑龙江卫视,http://dms.yryyj.site:8188/udp/239.76.246.200:1234
吉林卫视,http://dms.yryyj.site:8188/udp/239.76.246.201:1234
河南卫视,http://dms.yryyj.site:8188/udp/239.76.246.202:1234
海南卫视,http://dms.yryyj.site:8188/udp/239.76.246.203:1234
四川卫视,http://dms.yryyj.site:8188/udp/239.76.246.91:1234
重庆卫视,http://dms.yryyj.site:8188/udp/239.76.246.92:1234
甘肃卫视,http://dms.yryyj.site:8188/udp/239.76.246.94:1234
湖南卫视,http://dms.yryyj.site:8188/udp/239.76.246.101:1234
