咪咕体育移动专线,#genre#
Investigation Discovery +1,http://doubleclicktv.live/70376812/52663544/277102
BBC One South East,http://doubleclicktv.live/70376812/52663544/276783
BBC One NI FHD,http://doubleclicktv.live/70376812/52663544/276782
BBC One Wal FHD,http://doubleclicktv.live/70376812/52663544/276781
BBC Two Wal FHD,http://doubleclicktv.live/70376812/52663544/276780
BBC One ScotFHD,http://doubleclicktv.live/70376812/52663544/276778
ITV Anglia East HD,http://doubleclicktv.live/70376812/52663544/276777
ITV Meridian North HD,http://doubleclicktv.live/70376812/52663544/276774
ITV Meridian South HD,http://doubleclicktv.live/70376812/52663544/276773
ITV Tyne Tees HD,http://doubleclicktv.live/70376812/52663544/276772
ITV Wales HD,http://doubleclicktv.live/70376812/52663544/276771
ITV West Country West HD,http://doubleclicktv.live/70376812/52663544/276770
STV Central East Region (UK Regional),http://doubleclicktv.live/70376812/52663544/276769
STV Central West Region (UK Regional),http://doubleclicktv.live/70376812/52663544/276768
STV North Region (UK Regional),http://doubleclicktv.live/70376812/52663544/276767
ITV Ireland,http://doubleclicktv.live/70376812/52663544/276766
ITV Scotland,http://doubleclicktv.live/70376812/52663544/276765
BBC One London,http://doubleclicktv.live/70376812/52663544/276764
BBC One North West,http://doubleclicktv.live/70376812/52663544/276763
ITV London,http://doubleclicktv.live/70376812/52663544/276762
BBC Two NI,http://doubleclicktv.live/70376812/52663544/276761
ITV Central West,http://doubleclicktv.live/70376812/52663544/276760
BBC Alba,http://doubleclicktv.live/70376812/52663544/276759
BBC One West Midlands,http://doubleclicktv.live/70376812/52663544/276758
BBC One East Midlands,http://doubleclicktv.live/70376812/52663544/276757
BBC One North East & Cumbria,http://doubleclicktv.live/70376812/52663544/276756
BBC One FHD,http://doubleclicktv.live/70376812/52663544/276755
BBC Two FHD,http://doubleclicktv.live/70376812/52663544/276752
BBC Three HD,http://doubleclicktv.live/70376812/52663544/276749
BBC Entertainment,http://doubleclicktv.live/70376812/52663544/276748
ITV FHD,http://doubleclicktv.live/70376812/52663544/276747
ITV+1,http://doubleclicktv.live/70376812/52663544/276744
Channel 4 FHD,http://doubleclicktv.live/70376812/52663544/276743
Channel 4+1,http://doubleclicktv.live/70376812/52663544/276740
Channel 5 FHD,http://doubleclicktv.live/70376812/52663544/276739
Channel 5+1,http://doubleclicktv.live/70376812/52663544/276736
ITV2 FHD,http://doubleclicktv.live/70376812/52663544/276735
ITV3 FHD,http://doubleclicktv.live/70376812/52663544/276731
ITV4 FHD,http://doubleclicktv.live/70376812/52663544/276727

印尼ID,#genre#
INDOSIAR(a),p3p://108.181.32.169:43269/64325c920009f49e1e12e62970e9411d
INDOSIAR(b),p3p://108.181.32.169:43269/64325ca1000e59b91e1321e1655455dc
INDOSIAR(c),p3p://108.181.32.169:43269/64325cae00016ade1e13515914857bcf
RCTI,p3p://108.181.32.169:43269/64325cc00007a4bf1e1399412c041430
RCTI (b),p3p://108.181.32.169:43269/64325ccd0005a9051e13cb886ca025d4
SCTV (a),p3p://108.181.32.169:43269/64325cd7000a6a471e13f3cf797b77ae
SCTV (b),p3p://108.181.32.169:43269/64325cec000c0b9c1e14464232a459fa
Trans 7(a),p3p://108.181.32.169:43269/64325cf8000184601e14727058473f7a
Trans 7(b),p3p://108.181.32.169:43269/64325d02000f14531e149cf91e2b4a64
Trans TV(a),p3p://108.181.32.169:43269/64325d1500049e541e14e484778b09d0
Trans TV(b),p3p://108.181.32.169:43269/64325d22000a03ab1e1518ad68f369df
MNC TV,p3p://108.181.32.169:43269/64325d89000a1ef01e16ab0d0116737b
GTV,p3p://108.181.32.169:43269/64325d9b000065fe1e16eee045a2450d
ANTV,p3p://108.181.32.169:43269/64325daa00085d2a1e172b823f0d3d42
TV One,p3p://108.181.32.169:43269/64325dba000ea3871e176b9d799a27f5
Metro TV,p3p://108.181.32.169:43269/64325dcd000c82581e17b54a148e3a60
TVRI,p3p://108.181.32.169:43269/64325dfe000195cd1e1871e46c0023fb
Berita Satu,p3p://108.181.32.169:43269/64325e0a000832121e18a2755ebf1868
iNews,p3p://108.181.32.169:43269/64325e16000b79381e18d22c48cc7cca
JakTV,p3p://108.181.32.169:43269/64325e8800059d381e1a8dfc7d6d271d
JTV,p3p://108.181.32.169:43269/64325e9700081ad21e1ac9372497268d
Net. TV,p3p://108.181.32.169:43269/64325eaf0004e6ac1e1b26250ea14ef8
TVMu,p3p://108.181.32.169:43269/64325eba00051bdf1e1b512b247746bc
EWTN,p3p://108.181.32.169:43269/64325ec5000cef141e1b7e242f5e7157
Entertainment ,p3p://108.181.32.169:43269/64325edb000004f91e1bd0c550bc67ad
FMN,p3p://108.181.32.169:43269/64325ee7000070de1e1bffc154703072
MNC Shop Smart,p3p://108.181.32.169:43269/64325f0100000b7b1e1c65377ae07d02
TRT World ,p3p://108.181.32.169:43269/64325f16000226b11e1cb7c9769e6d7a
Ochannel Discovery Asia,p3p://108.181.32.169:43269/64325f260007794d1e1cf7a65c7207d1
Thrill,p3p://108.181.32.169:43269/644a0879000272f67a89b6687af342ae


央视卫视1,#genre#
CCTV1,http://1.180.2.93:9901/tsfile/live/1020_1.m3u8
CCTV2,http://1.180.2.93:9901/tsfile/live/1035_1.m3u8
CCTV3,http://1.180.2.93:9901/tsfile/live/1054_1.m3u8
CCTV4,http://1.180.2.93:9901/tsfile/live/1063_1.m3u8
CCTV5+,http://1.180.2.93:9901/tsfile/live/1027_1.m3u8
CCTV6,http://1.180.2.93:9901/tsfile/live/1064_1.m3u8
CCTV7,http://1.180.2.93:9901/tsfile/live/0007_1.m3u8
CCTV8,http://1.180.2.93:9901/tsfile/live/1065_1.m3u8
CCTV9,http://1.180.2.93:9901/tsfile/live/1066_1.m3u8
CCTV10,http://1.180.2.93:9901/tsfile/live/0010_1.m3u8
CCTV11,http://1.180.2.93:9901/tsfile/live/0011_1.m3u8
浙江卫视,http://1.180.2.93:9901/tsfile/live/0124_1.m3u8
北京卫视,http://1.180.2.93:9901/tsfile/live/0122_1.m3u8
吉林卫视,http://1.180.2.93:9901/tsfile/live/0116_1.m3u8
辽宁卫视,http://1.180.2.93:9901/tsfile/live/0121_1.m3u8
江西卫视,http://1.180.2.93:9901/tsfile/live/0138_1.m3u8
山东卫视,http://1.180.2.93:9901/tsfile/live/0131_1.m3u8
山西卫视,http://1.180.2.93:9901/tsfile/live/0118_1.m3u8
河南卫视,http://1.180.2.93:9901/tsfile/live/0139_1.m3u8
河北卫视,http://1.180.2.93:9901/tsfile/live/0117_1.m3u8
湖北卫视,http://1.180.2.93:9901/tsfile/live/0132_1.m3u8
广西卫视,http://1.180.2.93:9901/tsfile/live/0113_1.m3u8
海南卫视,http://1.180.2.93:9901/tsfile/live/1033_1.m3u8
贵州卫视,http://1.180.2.93:9901/tsfile/live/0120_1.m3u8
云南卫视,http://1.180.2.93:9901/tsfile/live/0119_1.m3u8
西藏卫视,http://1.180.2.93:9901/tsfile/live/0111_1.m3u8
陕西卫视,http://1.180.2.93:9901/tsfile/live/0136_1.m3u8
青海卫视,http://1.180.2.93:9901/tsfile/live/0140_1.m3u8
兵团卫视,http://1.180.2.93:9901/tsfile/live/0115_1.m3u8
甘肃卫视,http://1.180.2.93:9901/tsfile/live/0141_1.m3u8
新疆卫视,http://1.180.2.93:9901/tsfile/live/0110_1.m3u8
宁夏卫视,http://1.180.2.93:9901/tsfile/live/0112_1.m3u8
黑龙江卫视,http://1.180.2.93:9901/tsfile/live/0143_1.m3u8
内蒙古卫视,http://1.180.2.93:9901/tsfile/live/1068_1.m3u8


央视卫视2,#genre#
CCTV1,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000018602/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=100000000100001860
CCTV2,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000023315/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000023315
CCTV3,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000013682/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000013682
CCTV4,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031102/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031102
CCTV5,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000005000025222/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000025222
CCTV5+,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031127/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031127
CCTV6,http://gslbservzqhsw.itv.cmvideo.cn/1000000001000001737/1.m3u8?channel-id=ystenlive&Contentid=1000000001000001737&livemode=1&stbId=3
CCTV7,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000024341/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000024341
CCTV8,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000003736/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000003736
CCTV9,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000014583/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000014583
CCTV10,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000023734/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000023734
CCTV11,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031106/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031106
CCTV12,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000032494/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000032494
CCTV13,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031108/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031108
CCTV14,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000008170/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000008170
CCTV15,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031109/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031109
CCTV16,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000008000023253/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000008000023253
CCTV16,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000008000023254/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000008000023254
CCTV17,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000006000268004/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000006000268004
湖南卫视,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000032695/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000032695
浙江卫视,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000014260/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000014260
江苏卫视,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000001828/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000001828
东方卫视,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000005866/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000005866
北京卫视,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000021288/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000021288
东南卫视,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000004000010584/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000010584
云南卫视,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031120/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031120
吉林卫视,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031117/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031117
四川卫视7.5M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000004000006119/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000006119
天津卫视,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000003475/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000003475
安徽卫视,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000030159/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000030159
山东卫视,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000016568/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000016568
广东卫视,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000014176/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000014176
广西卫视,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031118/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031118
江西卫视,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000006000268001/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000006000268001
河北卫视,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000006000040016/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000006000040016
河南卫视,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031119/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031119
海南卫视,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000004000006211/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000006211
深圳卫视,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000009227/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000009227
湖北卫视,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000024621/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000024621
甘肃卫视,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031121/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031121
贵州卫视,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000004000025843/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000025843
辽宁卫视,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000001945/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000001945
重庆卫视,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000001096/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000001096
青海卫视,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000002000013359/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000002000013359
黑龙江卫视,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000001925/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000001925


央视卫视3,#genre#
CCTV1,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv1
CCTV2,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv2
CCTV3,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv3
CCTV4,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv4
CCTV5,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv5
CCTV5+,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv5p
CCTV6,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv6
CCTV7,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv7
CCTV8,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv8
CCTV9,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv9
CCTV10,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv10
CCTV11,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv11
CCTV12,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv12
CCTV13,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv13
CCTV14,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv14
CCTV15,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cctv15
湖南卫视,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=hnws
浙江卫视,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=zjws
江苏卫视,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=jsws
东方卫视,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=dfws
广东卫视,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=gdws
北京卫视,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=bjws
辽宁卫视,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=llws
贵州卫视,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=gzws
重庆卫视,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=cqws
安徽卫视,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=ahws
吉林卫视,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=jlws
天津卫视,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=tjws
广西卫视,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=gxws
四川卫视,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=scws
山西卫视,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=sxws
东南卫视,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=dnws
黑龙江卫视,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=hljws
山东卫视,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=sdws
深圳卫视,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=szws
海南卫视,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=hinws
江西卫视,http://zy.otioi.cn/live/live.php?token=EkShOWBY&id=jxws

央视卫视4,#genre#
CCTV1,http://148.135.93.213:81/live.php?id=CCTV1
CCTV2,http://148.135.93.213:81/live.php?id=CCTV2
CCTV3,http://148.135.93.213:81/live.php?id=CCTV3
CCTV4,http://148.135.93.213:81/live.php?id=CCTV4
CCTV4K,http://148.135.93.213:81/live.php?id=CCTV4K
CCTV4K,http://148.135.93.213:81/live.php?id=CCTV16-4K
CCTV5,http://148.135.93.213:81/live.php?id=CCTV5
CCTV5+,http://148.135.93.213:81/live.php?id=CCTV5p
CCTV6,http://148.135.93.213:81/live.php?id=CCTV6
CCTV7,http://148.135.93.213:81/live.php?id=CCTV7
CCTV8,http://148.135.93.213:81/live.php?id=CCTV8
CCTV9,http://148.135.93.213:81/live.php?id=CCTV9
CCTV10,http://148.135.93.213:81/live.php?id=CCTV10
CCTV11,http://148.135.93.213:81/live.php?id=CCTV11
CCTV12,http://148.135.93.213:81/live.php?id=CCTV12
CCTV13,http://148.135.93.213:81/live.php?id=CCTV13
CCTV14,http://148.135.93.213:81/live.php?id=CCTV14
CCTV15,http://148.135.93.213:81/live.php?id=CCTV15
CCTV16,http://148.135.93.213:81/live.php?id=CCTV16
CCTV17,http://148.135.93.213:81/live.php?id=CCTV17
湖南卫视芒果TV,http://148.135.93.213:81/live.php?id=芒果TV
湖南卫视,http://148.135.93.213:81/live.php?id=湖南卫视
浙江卫视,http://148.135.93.213:81/live.php?id=浙江卫视
江苏卫视,http://148.135.93.213:81/live.php?id=江苏卫视
北京卫视,http://148.135.93.213:81/live.php?id=北京卫视
广东卫视,http://148.135.93.213:81/live.php?id=广东卫视
吉林卫视,http://148.135.93.213:81/live.php?id=吉林卫视
四川卫视,http://148.135.93.213:81/live.php?id=四川卫视
天津卫视,http://148.135.93.213:81/live.php?id=天津卫视
安徽卫视,http://148.135.93.213:81/live.php?id=安徽卫视
山东卫视,http://148.135.93.213:81/live.php?id=山东卫视
东南卫视,http://148.135.93.213:81/live.php?id=东南卫视
山西卫视,http://148.135.93.213:81/live.php?id=山西卫视
广西卫视,http://148.135.93.213:81/live.php?id=广西卫视
江西卫视,http://148.135.93.213:81/live.php?id=江西卫视
河北卫视,http://148.135.93.213:81/live.php?id=河北卫视
河南卫视,http://148.135.93.213:81/live.php?id=河南卫视
深圳卫视,http://148.135.93.213:81/live.php?id=深圳卫视
湖北卫视,http://148.135.93.213:81/live.php?id=湖北卫视
甘肃卫视,http://148.135.93.213:81/live.php?id=甘肃卫视
贵州卫视,http://148.135.93.213:81/live.php?id=贵州卫视
辽宁卫视,http://148.135.93.213:81/live.php?id=辽宁卫视
重庆卫视,http://148.135.93.213:81/live.php?id=重庆卫视
黑龙江卫视,http://148.135.93.213:81/live.php?id=黑龙江卫视
海南卫视,http://148.135.93.213:81/live.php?id=海南卫视
大湾区卫视,http://148.135.93.213:81/live.php?id=大湾区卫视
西藏卫视,http://148.135.93.213:81/live.php?id=西藏卫视
陕西卫视,http://148.135.93.213:81/live.php?id=陕西卫视




央视卫视5,#genre#
CCTV1,https://livednow.com/migu/608807420?sign=gAAAAABmxHgUrjH-dgPcqiZFuIyroO-XJPVIczmTvjf1lTilmO63CCmSu-o8fD3Kr4EmxmrqnFSdpkXblTzdFYgG82CCw6fFQJwNUUEKY3ZI4t1dz9j7aRhSHLQM4nXipMaGF15z42Nys9AqNu-C5wSRDwcI4VdRv-dxEEfyvA5jdoU8-hmEU3vCVv_Xe4DQ37Lt-WKlPKZNqIfz7iwmrOsNZBnbQLFlsA%3D%3D
CCTV1,https://livednow.com/migu/608807420?sign=gAAAAABmwyZNGPM1ay1meCLKXXb_L-R4Kx3CzMD5iM57ijZQC7vRutJGubCkzICTfVErlUae2QDF0Mfq3RfT-hdj0l9JBwLfl2X5F_o6qjV5LeEzv8_VShZlh-hme_IeyjmJ6audWLOJAi2cjkG1IIGUoTuzo6GeAbSNiIPdtXNZa8v5OSDjCKdMYxJNS2jwy6bbQLk0_SEoocKOkkNbf3czSi0-qRoZDQ%3D%3DCCTV2,https://livednow.com/migu/631780532?sign=gAAAAABmxHgUnAvEb33tHD9hTm-x8LUM8wdp7UNp8vG_QGzfBRymJcJ-qRZkuO8iC9C4jvmjR4JkCfpD2ahIj6YDLYc7I9zvSFX3TfVl-AEPw3Cr4tW6jEgf_21OyqfRJVr9Ur7eHN66lC0Vkm577g_N_DMJA7tvJB1VXzu8XvvBj9PfMX661WuanhS0hudEg28SveMbwkSCb9figgsldzEbo7jwMQVZ4A%3D%3D
CCTV2,https://livednow.com/migu/631780532?sign=gAAAAABmwyZNSSKcXhhXZdK0XuSNBPouks3aRU5mg0SYUXksZqOKQmqx643bOPLkE1Btl-9iJUm4lHOccfzcnleD3y1KIn5J0owyyqKXNYF7h1xzuFRZvRnIQZXA7YA8ZUYgSYTGzdxYJImthu8TCbWBzq1zzQNK2MQ7pk9C80Bd-C8BFjxz2cacL59xiukxtIzYStzrzazLPAKDlDELvw-61eHlWTO1vQ%3D%3DCCTV3,https://livednow.com/migu/624878271?sign=gAAAAABmxHgUvkEK6RdQBx1BqvOs_3fz5-GPhSNB2qzcJjuNWdUhJOPT_L_4nugydE1ItjR9guIWo37d49v02Qx--2Qcwljq94CJyydH8oxoAF8cYY-5LR07j99Xltfb15UWEzV797MepRXNwPrm3yX7ewy2j0dNPzr0KqVWyANrC5OCzmq7C9YBuNDC1n0Qr-Xa2TzeMRQ6AtFcfPTIq812177whY9wlQ%3D%3D
CCTV3,https://livednow.com/migu/624878271?sign=gAAAAABmwyZNml9g-7Xljoc4-Hem23zUnfDKSdQFdaLhmNGqjD4iz3l9HnLhFfroFFj6hwu2fc2ZcuK48_s0v3uzhJDELqzr-D7ZNrFIJEa4C2LgMNE3rc8Io2ZFmPtMxGQJlr9niDM7PR4x1A141tLcJjvT7TVSfV1o-nggKF8lEzELqVZno39jk8KtLb5w8fYX-7Zpxs8uDfG673qceBrmavd3zx6jjg%3D%3D
CCTV3,https://livednow.com/migu/624878271?sign=gAAAAABmxHgUvkEK6RdQBx1BqvOs_3fz5-GPhSNB2qzcJjuNWdUhJOPT_L_4nugydE1ItjR9guIWo37d49v02Qx--2Qcwljq94CJyydH8oxoAF8cYY-5LR07j99Xltfb15UWEzV797MepRXNwPrm3yX7ewy2j0dNPzr0KqVWyANrC5OCzmq7C9YBuNDC1n0Qr-Xa2TzeMRQ6AtFcfPTIq812177whY9wlQ%3D%3D
CCTV4,https://livednow.com/migu/608807419?sign=gAAAAABmxHgUDM3YfJyxUv4ERWqgIKpZnuwod8Z5cxjeVnIDtwXpN2gLY4f2p9u7LAi6xuB4BPMnPUtZehU6j5Fdo6AIGA57WaluIWc6s4Ja1ZOr8-Ir8NHvNQZCpIfktw-iuLPdK5KsgP4H0L--3efvH4HMR7wwfAygwcvpi_W-vBCPvcoQ9xSfnesNFXZLserZeju2bbHilchk1YgL1JqRpJtIpjvo7w%3D%3D
CCTV4,https://livednow.com/migu/608807416?sign=gAAAAABmxHgUc6aaKqeVMatQdxjGzSfvCET88KuzclG_Ovij5SZsJ3EKdmJqLlBgGNXV4QltPPasKIR5RuFm5T9wHrJHVDIn77nPMl4v5eDckbFQ_PI-cyALV0jht7PsZz_cvdARa3SqGb_sI17KcntIFb9Y4BNtn_6BdnN3LnwM2IduL3CIpMnp1adOo9PLsNfBghHYiQsjQqyv8EIFcjku1CrVawoaSA%3D%3D
CCTV4,https://livednow.com/migu/631780421?sign=gAAAAABmwyZNFQRMH26tDoEuTaxTYxEMdf2Rb_hyc-MovhOoUTfdhDahv9p4zqIDt2a9TfD4HWuwjs1l9FUm7x1Slpa5skRJtJRCj49AkhwReOkIbvMpVAl39ZCqanDg-3BEcHAYZVdGrAqeWYUHxz9frFvKt-EZA27sHwyTs91NEjcPm1SsGoYSmoKPiFUdXGS6SOGgyKttlyAPKmVGqkWKRsxJ_PV5yw%3D%3D
CCTV4,https://livednow.com/migu/631780421?sign=gAAAAABmxHgUJhwutOsF7j5VBkIdvT4QzvehgL55mCVslYkMUweUmCHV-ZpEdakhqpxQyUgyfSQYVrXa2yPRc0rwxxM6D-XpPLjuVJc1sN5HZC8raqUGxCtxxbO13YXPmI6M16pkGjPcvmLKi164Jn_3MxChNchiHCRGUxkPj2xlASFxEbsw0v27vqMvXGDTUzjv8L4ARiG96hD77LtKKZKKq6xgOXIDaw%3D%3D
CCTV5,https://livednow.com/migu/641886683?sign=gAAAAABmxHgUjJk3yRhBq2gFCy5_gA9xmjtBGFfAbaOPkpO5_LjhlRjfWp6EKKj8NP88T7_Ts3FtjKQNE_jPI5QReAHJwKcxCY1nw2bsbl9AspmP3VBU21N3BKVZxqKSnjYJ3qNfD_TuLudgc4p2QUZbZ9n6NRRfqieGFCWvjm0ufX5FAVlJKJV6G05bWLVbyONyHJ7OBMiyjhjFREpkdwl8NlYylyUGPw%3D%3D
CCTV5+,https://livednow.com/migu/641886773?sign=gAAAAABmxHgUtp_laujia3p2efCjajiW9S8_SAlC5sWA_9XQsugpaz_eL_q0avlQpSOwlZE7JCvoGum7acvyG2aUZ0K7EWa7DfzCMPzLATqfEi4gCad2qLdZ2t4XG9sqxD_aw_PrMRrQv0BzUygRBwH2D3-rcUSkhfOidjzlrWofFexzeOqnfzmiucPvTPA4q1UfwJo_FNtB7IUF9m1UmcrHhgeJQn_kDQ%3D%3D
